MemberID,Name,Gender,Age,City,Height_cm,Weight_Start_kg,Weight_Current_kg,BMI_Start,BMI_Current,MembershipType,MonthlyFee,Goal,WorkoutType,Trainer,SessionsPerWeek,MonthsActive,WeightLoss_kg,SatisfactionScore,Churned,JoinDate
GYM1324,Mohan,Male,31,Kolkata,174.7,79.0,77.5,25.9,25.4,Standard,1999,Endurance,Zumba,Trainer C,5,4,1.5,3,1,2023-12-28
GYM1325,Sneha,Female,41,Mumbai,155.7,68.2,66.4,28.1,27.4,Basic,999,Muscle Gain,Strength,Trainer A,1,16,1.8,8,1,2023-01-05
GYM1326,Suresh,Male,25,Pune,175.9,75.9,75.9,24.5,24.5,Premium,3499,Endurance,Swimming,Trainer A,2,2,0.0,6,0,2023-04-02
GYM1327,Harish,Male,37,Hyderabad,160.8,78.3,70.2,30.3,27.1,Elite,5999,General Fitness,Yoga,Trainer B,6,17,8.1,2,0,2023-01-31
GYM1328,Ramesh,Male,42,Mumbai,171.8,77.7,67.8,26.3,23.0,Standard,1999,Muscle Gain,Swimming,Trainer B,6,18,9.9,7,0,2024-06-04
GYM1329,Mohan,Male,45,Chennai,172.5,78.1,70.5,26.2,23.7,Standard,1999,Muscle Gain,Strength,Trainer C,6,20,7.6,5,0,2023-01-21
GYM1330,Deepa,Female,21,Kolkata,155.6,57.7,47.6,23.8,19.7,Premium,3499,Muscle Gain,Yoga,No Trainer,5,26,10.1,2,1,2023-11-10
GYM1331,Nisha,Female,32,Coimbatore,162.2,64.2,58.2,24.4,22.1,Premium,3499,Flexibility,CrossFit,Trainer A,3,22,6.0,6,0,2022-09-25
GYM1332,Kavya,Female,32,Mumbai,142.2,53.7,41.4,26.6,20.5,Standard,1999,General Fitness,Cardio,No Trainer,6,26,12.3,6,0,2024-01-09
GYM1333,Vikram,Male,19,Delhi,172.8,96.4,82.6,32.3,27.7,Elite,5999,Flexibility,CrossFit,Trainer D,6,25,13.8,1,0,2023-08-09
GYM1334,Arjun,Male,29,Kolkata,179.9,79.8,72.4,24.7,22.4,Standard,1999,General Fitness,Swimming,Trainer C,3,33,7.4,3,0,2024-06-16
GYM1335,Suresh,Male,25,Bangalore,165.6,73.3,67.3,26.7,24.5,Basic,999,Endurance,Swimming,Trainer C,2,36,6.0,6,0,2022-08-16
GYM1336,Kavya,Female,33,Hyderabad,158.0,70.2,62.3,28.1,25.0,Premium,3499,Endurance,Yoga,Trainer C,4,19,7.9,2,0,2024-06-06
GYM1337,Mohan,Male,41,Coimbatore,156.1,47.4,37.8,19.5,15.5,Standard,1999,General Fitness,Swimming,Trainer D,3,34,9.6,7,1,2024-05-24
GYM1338,Ramesh,Male,18,Pune,166.2,64.0,64.0,23.2,23.2,Standard,1999,Flexibility,Zumba,Trainer D,3,10,0.0,3,0,2023-05-15
GYM1339,Rekha,Female,37,Chennai,164.1,58.1,58.1,21.6,21.6,Standard,1999,Flexibility,Cardio,Trainer D,2,18,0.0,3,0,2022-06-12
GYM1340,Bharathi,Female,26,Pune,161.1,47.3,38.7,18.2,14.9,Basic,999,Muscle Gain,Swimming,Trainer D,4,26,8.6,8,0,2022-02-08
GYM1341,Dinesh,Male,31,Hyderabad,172.6,79.4,79.4,26.7,26.7,Premium,3499,Weight Loss,Zumba,Trainer B,6,2,0.0,1,0,2022-09-12
GYM1342,Dinesh,Male,43,Bangalore,166.7,77.7,65.9,28.0,23.7,Premium,3499,Flexibility,Cardio,Trainer D,5,33,11.8,5,0,2024-04-23
GYM1343,Suresh,Male,27,Hyderabad,160.9,75.9,66.3,29.3,25.6,Premium,3499,Endurance,CrossFit,Trainer B,4,22,9.6,6,0,2022-06-18
GYM1344,Priya,Female,18,Bangalore,145.1,82.7,77.7,39.3,36.9,Standard,1999,Muscle Gain,Strength,Trainer A,2,33,5.0,2,0,2023-10-29
GYM1345,Ganesh,Male,25,Chennai,176.3,70.7,64.6,22.7,20.8,Premium,3499,General Fitness,Zumba,Trainer A,6,7,6.1,1,1,2022-04-29
GYM1346,Deepa,Female,38,Delhi,154.1,90.9,85.1,38.3,35.8,Elite,5999,Weight Loss,CrossFit,Trainer B,6,14,5.8,1,0,2023-11-09
GYM1347,Vikram,Male,39,Bangalore,170.4,93.6,75.4,32.2,26.0,Premium,3499,General Fitness,CrossFit,Trainer A,6,33,18.2,10,0,2022-04-27
GYM1348,Mohan,Male,32,Mumbai,162.0,83.5,81.4,31.8,31.0,Standard,1999,General Fitness,Yoga,No Trainer,3,13,2.1,7,0,2022-02-10
GYM1349,Viji,Female,52,Hyderabad,159.1,60.6,59.8,23.9,23.6,Standard,1999,Endurance,Strength,Trainer A,6,1,0.8,2,0,2024-05-05
GYM1350,Sneha,Female,18,Coimbatore,150.2,79.4,72.2,35.2,32.0,Basic,999,General Fitness,Swimming,Trainer A,6,17,7.2,4,0,2022-10-31
GYM1351,Deepa,Female,21,Bangalore,162.3,79.2,66.6,30.1,25.3,Basic,999,Weight Loss,Cardio,Trainer C,6,24,12.6,6,0,2022-04-29
GYM1352,Harish,Male,41,Bangalore,161.9,60.9,53.4,23.2,20.4,Basic,999,Weight Loss,Swimming,Trainer B,3,22,7.5,8,0,2022-10-02
GYM1353,Arjun,Male,28,Coimbatore,166.0,93.9,85.9,34.1,31.2,Premium,3499,Muscle Gain,CrossFit,Trainer D,3,30,8.0,7,0,2023-05-05
GYM1354,Rekha,Female,36,Bangalore,175.3,57.3,55.0,18.6,17.9,Standard,1999,Weight Loss,Swimming,Trainer A,1,11,2.3,7,0,2023-05-10
GYM1355,Sneha,Female,32,Chennai,160.1,83.3,72.6,32.5,28.3,Elite,5999,Flexibility,Swimming,Trainer B,4,31,10.7,2,0,2023-03-28
GYM1356,Karthik,Male,37,Chennai,176.6,73.6,67.7,23.6,21.7,Premium,3499,Flexibility,Swimming,No Trainer,6,15,5.9,6,0,2023-12-06
GYM1357,Ganesh,Male,21,Hyderabad,152.3,102.7,100.4,44.3,43.3,Standard,1999,Endurance,Swimming,Trainer D,5,10,2.3,10,0,2023-10-21
GYM1358,Sanjay,Male,29,Bangalore,165.8,81.7,77.1,29.7,28.0,Elite,5999,Endurance,Cardio,Trainer D,2,21,4.6,6,0,2022-02-21
GYM1359,Sanjay,Male,40,Mumbai,163.3,76.0,64.0,28.5,24.0,Elite,5999,Endurance,Cardio,Trainer D,5,29,12.0,8,0,2023-05-26
GYM1360,Anita,Female,29,Chennai,170.9,70.9,67.6,24.3,23.1,Basic,999,Endurance,Cardio,Trainer D,1,27,3.3,9,0,2024-04-25
GYM1361,Praveen,Male,38,Mumbai,177.4,80.2,76.9,25.5,24.4,Premium,3499,General Fitness,Swimming,Trainer D,3,22,3.3,1,0,2024-05-14
GYM1362,Anita,Female,35,Kolkata,152.8,58.7,56.6,25.1,24.2,Elite,5999,Flexibility,Cardio,Trainer A,1,15,2.1,6,0,2023-10-11
GYM1363,Nisha,Female,44,Chennai,158.2,68.7,61.8,27.5,24.7,Premium,3499,Weight Loss,Strength,Trainer D,6,9,6.9,7,0,2023-09-18
GYM1364,Vijay,Male,34,Mumbai,188.8,84.8,84.8,23.8,23.8,Basic,999,Endurance,CrossFit,Trainer B,1,22,0.0,7,1,2023-10-11
GYM1365,Praveen,Male,39,Bangalore,171.0,93.5,76.2,32.0,26.1,Elite,5999,Endurance,CrossFit,Trainer A,6,34,17.3,1,0,2023-03-20
GYM1366,Viji,Female,30,Bangalore,148.2,62.5,61.5,28.5,28.0,Standard,1999,General Fitness,Swimming,Trainer B,4,7,1.0,10,0,2022-11-26
GYM1367,Pooja,Female,26,Pune,162.7,85.0,79.8,32.1,30.1,Standard,1999,Flexibility,Yoga,Trainer C,2,29,5.2,3,0,2023-12-18
GYM1368,Keerthana,Female,20,Mumbai,161.6,79.4,71.2,30.4,27.3,Premium,3499,General Fitness,Strength,Trainer B,6,19,8.2,6,0,2022-05-16
GYM1369,Sanjay,Male,30,Hyderabad,168.1,68.6,54.7,24.3,19.4,Premium,3499,Weight Loss,Zumba,Trainer D,6,27,13.9,9,0,2024-05-17
GYM1370,Bharathi,Female,30,Coimbatore,161.4,54.4,54.3,20.9,20.8,Basic,999,General Fitness,Cardio,Trainer D,1,10,0.1,1,1,2024-02-08
GYM1371,Suresh,Male,39,Chennai,165.0,98.7,93.7,36.3,34.4,Premium,3499,Muscle Gain,Swimming,Trainer C,5,14,5.0,1,0,2023-04-09
GYM1372,Rajesh,Male,34,Pune,175.5,61.0,54.5,19.8,17.7,Standard,1999,General Fitness,Strength,No Trainer,6,19,6.5,1,0,2023-02-01
GYM1373,Bharathi,Female,18,Chennai,168.1,58.4,49.4,20.7,17.5,Premium,3499,General Fitness,Cardio,Trainer C,5,13,9.0,8,0,2023-10-11
GYM1374,Bharathi,Female,26,Delhi,159.5,83.5,79.7,32.8,31.3,Standard,1999,Muscle Gain,CrossFit,Trainer B,2,5,3.8,3,0,2022-05-03
GYM1375,Priya,Female,52,Delhi,167.7,77.3,75.1,27.5,26.7,Elite,5999,Flexibility,Strength,Trainer B,1,17,2.2,6,0,2022-06-08
GYM1376,Ramesh,Male,39,Chennai,163.6,68.2,61.8,25.5,23.1,Premium,3499,General Fitness,Swimming,No Trainer,4,20,6.4,10,0,2022-03-16
GYM1377,Nisha,Female,30,Coimbatore,154.4,73.4,61.2,30.8,25.7,Standard,1999,Muscle Gain,Zumba,Trainer B,5,27,12.2,9,0,2022-12-24
GYM1378,Manoj,Male,32,Hyderabad,179.8,64.3,59.0,19.9,18.3,Standard,1999,Flexibility,Yoga,Trainer C,5,14,5.3,9,0,2023-07-29
GYM1379,Karthik,Male,24,Mumbai,153.1,77.0,75.9,32.9,32.4,Premium,3499,Endurance,Swimming,No Trainer,1,16,1.1,6,0,2024-03-26
GYM1380,Ganesh,Male,47,Delhi,173.0,65.7,53.3,22.0,17.8,Premium,3499,General Fitness,Cardio,No Trainer,5,24,12.4,9,0,2022-02-14
GYM1381,Viji,Female,44,Coimbatore,162.7,62.3,49.7,23.5,18.8,Standard,1999,Flexibility,Cardio,Trainer B,5,35,12.6,1,0,2022-08-04
GYM1382,Harish,Male,28,Mumbai,176.7,100.6,95.9,32.2,30.7,Elite,5999,Weight Loss,Zumba,Trainer D,6,5,4.7,3,1,2024-01-05
GYM1383,Priya,Female,27,Chennai,149.0,66.7,66.5,30.0,30.0,Basic,999,Weight Loss,Strength,Trainer C,1,36,0.2,10,0,2022-09-22
GYM1384,Pooja,Female,35,Pune,156.8,59.4,49.8,24.2,20.3,Elite,5999,Endurance,Yoga,Trainer A,6,25,9.6,2,0,2023-10-19
GYM1385,Praveen,Male,37,Hyderabad,163.7,64.0,59.2,23.9,22.1,Basic,999,Weight Loss,Zumba,Trainer A,6,19,4.8,5,0,2022-10-16
GYM1386,Pooja,Female,31,Kolkata,172.2,84.9,83.2,28.6,28.1,Elite,5999,Weight Loss,Strength,No Trainer,2,15,1.7,7,0,2024-05-19
GYM1387,Rekha,Female,25,Hyderabad,161.8,53.0,46.8,20.2,17.9,Standard,1999,Flexibility,Cardio,No Trainer,2,36,6.2,2,1,2023-08-10
GYM1388,Nisha,Female,39,Mumbai,167.8,63.8,59.6,22.7,21.2,Basic,999,Flexibility,Swimming,Trainer C,4,14,4.2,9,0,2022-07-08
GYM1389,Rajesh,Male,23,Coimbatore,161.4,75.3,73.1,28.9,28.1,Premium,3499,Muscle Gain,Strength,No Trainer,5,4,2.2,8,0,2022-03-16
GYM1390,Rekha,Female,41,Coimbatore,151.6,82.9,75.6,36.1,32.9,Basic,999,Flexibility,Strength,No Trainer,3,32,7.3,6,0,2023-11-03
GYM1391,Karthik,Male,31,Coimbatore,162.0,48.9,37.3,18.6,14.2,Premium,3499,General Fitness,Strength,Trainer C,4,32,11.6,6,0,2022-11-10
GYM1392,Rajesh,Male,39,Pune,165.7,78.8,74.7,28.7,27.2,Premium,3499,Flexibility,Strength,Trainer A,2,21,4.1,4,0,2023-10-19
GYM1393,Meena,Female,18,Hyderabad,153.8,74.5,69.4,31.5,29.3,Premium,3499,Muscle Gain,CrossFit,Trainer D,3,29,5.1,5,0,2022-04-22
GYM1394,Vikram,Male,34,Bangalore,157.1,83.6,75.5,33.9,30.6,Basic,999,Flexibility,Zumba,Trainer B,6,17,8.1,2,0,2022-01-20
GYM1395,Harish,Male,18,Mumbai,177.3,69.2,63.6,22.0,20.2,Elite,5999,General Fitness,Cardio,No Trainer,5,17,5.6,9,0,2024-03-04
GYM1396,Arjun,Male,34,Delhi,177.2,65.8,52.5,21.0,16.7,Elite,5999,Muscle Gain,Strength,Trainer D,5,33,13.3,2,0,2023-05-30
GYM1397,Vikram,Male,36,Bangalore,173.5,80.1,76.0,26.6,25.2,Standard,1999,General Fitness,Zumba,Trainer B,2,29,4.1,3,0,2023-08-03
GYM1398,Dinesh,Male,23,Chennai,168.7,65.1,65.1,22.9,22.9,Elite,5999,Flexibility,Strength,Trainer D,1,15,0.0,5,0,2022-02-13
GYM1399,Sanjay,Male,36,Kolkata,175.2,49.6,49.6,16.2,16.2,Premium,3499,Endurance,CrossFit,Trainer A,6,3,0.0,6,0,2023-06-18
GYM1400,Keerthana,Female,38,Bangalore,174.5,65.2,56.7,21.4,18.6,Premium,3499,General Fitness,CrossFit,Trainer D,5,24,8.5,2,0,2023-01-21
GYM1401,Sanjay,Male,30,Hyderabad,179.0,70.2,70.2,21.9,21.9,Elite,5999,Flexibility,CrossFit,Trainer D,5,1,0.0,3,0,2022-08-24
GYM1402,Sanjay,Male,27,Bangalore,160.4,79.5,67.5,30.9,26.2,Premium,3499,Muscle Gain,Strength,Trainer B,5,24,12.0,2,0,2023-03-01
GYM1403,Saranya,Female,35,Kolkata,156.0,61.5,58.6,25.3,24.1,Basic,999,Endurance,CrossFit,Trainer B,6,11,2.9,7,1,2022-02-14
GYM1404,Rajesh,Male,40,Chennai,167.4,75.8,70.4,27.0,25.1,Standard,1999,Muscle Gain,Zumba,Trainer B,2,4,5.4,5,0,2023-06-14
GYM1405,Lakshmi,Female,34,Coimbatore,152.0,59.9,48.3,25.9,20.9,Basic,999,Flexibility,Strength,Trainer D,4,31,11.6,3,0,2023-02-25
GYM1406,Praveen,Male,33,Delhi,156.5,89.0,78.0,36.3,31.8,Standard,1999,General Fitness,Strength,Trainer C,5,30,11.0,10,0,2023-01-23
GYM1407,Sneha,Female,50,Mumbai,166.6,59.6,53.4,21.5,19.2,Basic,999,Weight Loss,Zumba,No Trainer,2,27,6.2,10,0,2023-05-03
GYM1408,Manoj,Male,32,Kolkata,174.8,83.8,82.3,27.4,26.9,Basic,999,Weight Loss,Swimming,Trainer B,1,35,1.5,7,0,2023-01-15
GYM1409,Dinesh,Male,25,Kolkata,176.2,74.0,72.4,23.8,23.3,Elite,5999,Muscle Gain,CrossFit,Trainer C,4,7,1.6,3,0,2024-02-24
GYM1410,Manoj,Male,22,Pune,171.4,102.8,102.8,35.0,35.0,Basic,999,Flexibility,Yoga,Trainer B,6,1,0.0,1,0,2022-05-01
GYM1411,Ganesh,Male,32,Pune,179.3,77.0,73.1,24.0,22.7,Standard,1999,Flexibility,Yoga,Trainer A,4,10,3.9,10,0,2024-05-25
GYM1412,Lakshmi,Female,21,Delhi,161.4,62.8,56.8,24.1,21.8,Premium,3499,General Fitness,Swimming,Trainer D,4,14,6.0,9,0,2023-05-10
GYM1413,Arjun,Male,43,Delhi,188.7,85.0,72.0,23.9,20.2,Elite,5999,Flexibility,Zumba,Trainer C,6,26,13.0,3,0,2023-11-07
GYM1414,Dinesh,Male,33,Bangalore,165.2,82.1,72.0,30.1,26.4,Standard,1999,Endurance,Cardio,Trainer B,4,33,10.1,6,0,2023-09-21
GYM1415,Ramesh,Male,33,Coimbatore,178.5,65.9,62.0,20.7,19.5,Elite,5999,Weight Loss,Strength,Trainer D,1,28,3.9,2,0,2023-01-15
GYM1416,Rajesh,Male,45,Pune,167.1,52.5,44.3,18.8,15.9,Basic,999,Endurance,Zumba,No Trainer,6,19,8.2,10,0,2024-03-03
GYM1417,Vikram,Male,44,Chennai,167.8,66.0,63.7,23.4,22.6,Elite,5999,Endurance,Strength,No Trainer,2,19,2.3,1,0,2023-06-07
GYM1418,Rajesh,Male,40,Hyderabad,172.4,75.1,74.8,25.3,25.2,Standard,1999,Weight Loss,Strength,Trainer A,1,11,0.3,5,0,2022-12-28
GYM1419,Pooja,Female,28,Chennai,150.6,84.4,82.5,37.2,36.4,Standard,1999,General Fitness,Swimming,Trainer A,5,6,1.9,5,0,2023-07-27
GYM1420,Anita,Female,44,Mumbai,170.2,77.0,77.0,26.6,26.6,Premium,3499,Muscle Gain,CrossFit,Trainer D,3,1,0.0,3,0,2022-04-20
GYM1421,Sanjay,Male,36,Coimbatore,167.8,67.2,52.7,23.9,18.7,Premium,3499,Flexibility,Zumba,Trainer C,5,35,14.5,5,0,2023-01-22
GYM1422,Bharathi,Female,20,Kolkata,167.5,59.4,58.5,21.2,20.9,Standard,1999,Flexibility,Swimming,Trainer D,4,2,0.9,2,0,2023-01-27
GYM1423,Vikram,Male,34,Pune,165.9,85.0,82.9,30.9,30.1,Standard,1999,Flexibility,Yoga,No Trainer,1,35,2.1,5,0,2022-04-06
GYM1424,Rekha,Female,40,Bangalore,147.2,66.5,59.9,30.7,27.6,Premium,3499,Weight Loss,CrossFit,Trainer C,2,23,6.6,10,0,2024-02-04
GYM1425,Mohan,Male,21,Mumbai,162.6,84.2,81.5,31.8,30.8,Standard,1999,Muscle Gain,Yoga,Trainer B,2,15,2.7,4,0,2022-12-31
GYM1426,Praveen,Male,35,Coimbatore,171.9,85.6,83.5,29.0,28.3,Basic,999,Weight Loss,Swimming,Trainer D,5,1,2.1,1,0,2023-01-16
GYM1427,Deepa,Female,36,Bangalore,156.1,73.1,66.1,30.0,27.1,Premium,3499,Endurance,Zumba,Trainer C,2,26,7.0,10,0,2023-06-23
GYM1428,Deepa,Female,30,Hyderabad,150.2,78.3,76.1,34.7,33.7,Basic,999,General Fitness,CrossFit,Trainer B,1,30,2.2,9,0,2023-12-07
GYM1429,Arun,Male,18,Coimbatore,174.8,71.6,69.0,23.4,22.6,Standard,1999,Endurance,Yoga,Trainer C,2,17,2.6,9,0,2022-10-03
GYM1430,Lakshmi,Female,35,Bangalore,159.5,73.5,69.7,28.9,27.4,Premium,3499,Flexibility,CrossFit,Trainer D,4,14,3.8,6,0,2023-02-15
GYM1431,Deepa,Female,37,Bangalore,155.9,73.9,69.6,30.4,28.6,Standard,1999,General Fitness,Zumba,Trainer B,6,7,4.3,5,0,2023-07-23
GYM1432,Keerthana,Female,22,Bangalore,166.7,58.6,54.9,21.1,19.8,Elite,5999,Muscle Gain,Swimming,Trainer B,1,31,3.7,3,0,2022-05-18
GYM1433,Bharathi,Female,35,Delhi,172.7,62.3,61.5,20.9,20.6,Elite,5999,Flexibility,Zumba,No Trainer,4,4,0.8,2,0,2022-03-03
GYM1434,Harish,Male,31,Coimbatore,165.6,87.6,85.9,31.9,31.3,Premium,3499,Endurance,CrossFit,Trainer C,3,17,1.7,6,0,2024-04-09
GYM1435,Anita,Female,21,Coimbatore,149.5,76.4,68.6,34.2,30.7,Basic,999,Endurance,Yoga,No Trainer,5,13,7.8,10,0,2023-07-06
GYM1436,Praveen,Male,30,Hyderabad,166.6,78.8,61.7,28.4,22.2,Premium,3499,Flexibility,Swimming,No Trainer,6,32,17.1,8,0,2023-01-26
GYM1437,Deepa,Female,22,Hyderabad,159.9,76.7,73.9,30.0,28.9,Standard,1999,Muscle Gain,CrossFit,No Trainer,1,26,2.8,2,1,2022-08-22
GYM1438,Anita,Female,33,Pune,166.0,32.6,20.1,11.8,7.3,Premium,3499,Flexibility,Yoga,Trainer D,6,24,12.5,10,0,2023-04-07
GYM1439,Sneha,Female,25,Bangalore,143.4,71.1,60.9,34.6,29.6,Standard,1999,Weight Loss,Swimming,Trainer B,6,17,10.2,2,0,2023-02-11
GYM1440,Karthik,Male,30,Chennai,175.6,97.3,92.6,31.6,30.0,Basic,999,Endurance,Cardio,Trainer D,1,34,4.7,2,0,2022-06-09
GYM1441,Vikram,Male,48,Mumbai,173.9,78.9,67.4,26.1,22.3,Elite,5999,Flexibility,Strength,Trainer C,6,29,11.5,3,0,2024-05-08
GYM1442,Arun,Male,29,Hyderabad,161.3,104.1,96.0,40.0,36.9,Basic,999,Flexibility,CrossFit,Trainer D,3,35,8.1,9,0,2023-12-16
GYM1443,Rajesh,Male,33,Pune,172.4,78.5,71.2,26.4,24.0,Elite,5999,General Fitness,Zumba,No Trainer,3,20,7.3,8,0,2024-04-04
GYM1444,Mohan,Male,25,Pune,169.6,69.1,69.1,24.0,24.0,Premium,3499,Flexibility,Yoga,Trainer B,1,20,0.0,1,0,2024-02-16
GYM1445,Arjun,Male,25,Chennai,167.7,72.8,66.4,25.9,23.6,Premium,3499,Endurance,Swimming,Trainer D,3,31,6.4,1,0,2024-03-28
GYM1446,Lakshmi,Female,18,Hyderabad,157.3,46.9,34.2,19.0,13.8,Standard,1999,Weight Loss,Strength,Trainer D,4,36,12.7,7,0,2024-01-03
GYM1447,Keerthana,Female,32,Delhi,146.3,61.3,56.0,28.6,26.2,Elite,5999,Muscle Gain,Cardio,Trainer D,5,16,5.3,10,0,2023-12-03
GYM1448,Meena,Female,35,Mumbai,168.7,42.5,40.2,14.9,14.1,Premium,3499,Endurance,Cardio,Trainer B,3,9,2.3,2,0,2023-09-25
GYM1449,Meena,Female,30,Hyderabad,163.4,67.6,67.1,25.3,25.1,Elite,5999,Muscle Gain,Cardio,Trainer B,5,4,0.5,1,0,2022-04-15
GYM1450,Meena,Female,28,Chennai,151.6,77.9,77.1,33.9,33.5,Standard,1999,Endurance,Strength,Trainer A,1,10,0.8,8,0,2023-03-07
GYM1451,Bharathi,Female,51,Kolkata,157.5,56.5,56.5,22.8,22.8,Elite,5999,Flexibility,Swimming,Trainer A,1,22,0.0,3,1,2024-03-05
GYM1452,Divya,Female,18,Mumbai,145.3,68.2,67.4,32.3,31.9,Elite,5999,Muscle Gain,Yoga,Trainer D,1,1,0.8,4,0,2023-03-30
GYM1453,Dinesh,Male,18,Kolkata,175.2,72.2,55.7,23.5,18.1,Basic,999,Muscle Gain,Swimming,Trainer A,6,34,16.5,4,0,2023-11-29
GYM1454,Viji,Female,48,Chennai,165.2,61.8,60.4,22.6,22.1,Premium,3499,Muscle Gain,Swimming,No Trainer,1,34,1.4,5,0,2022-11-02
GYM1455,Arjun,Male,18,Coimbatore,162.2,75.5,75.3,28.7,28.6,Basic,999,Muscle Gain,Strength,Trainer D,1,21,0.2,3,0,2023-08-22
GYM1456,Ganesh,Male,30,Chennai,168.6,75.3,73.9,26.5,26.0,Standard,1999,Weight Loss,Zumba,Trainer D,3,10,1.4,2,0,2023-05-27
GYM1457,Vikram,Male,33,Chennai,171.5,64.9,60.0,22.1,20.4,Premium,3499,Weight Loss,Yoga,Trainer B,1,35,4.9,3,0,2022-11-21
GYM1458,Bharathi,Female,31,Chennai,158.2,73.5,62.1,29.4,24.8,Elite,5999,Muscle Gain,Swimming,Trainer D,6,23,11.4,3,0,2022-02-10
GYM1459,Saranya,Female,41,Delhi,160.3,57.7,52.0,22.5,20.2,Elite,5999,General Fitness,Zumba,Trainer D,5,13,5.7,3,0,2022-11-28
GYM1460,Meena,Female,20,Bangalore,158.9,64.6,58.1,25.6,23.0,Standard,1999,Weight Loss,CrossFit,Trainer C,5,17,6.5,6,0,2024-03-05
GYM1461,Saranya,Female,30,Hyderabad,142.9,58.4,48.2,28.6,23.6,Standard,1999,Weight Loss,Zumba,Trainer B,6,21,10.2,2,0,2023-07-06
GYM1462,Kavya,Female,33,Bangalore,149.8,80.2,74.8,35.7,33.3,Elite,5999,General Fitness,Zumba,Trainer C,4,21,5.4,6,0,2023-06-20
GYM1463,Arun,Male,41,Chennai,171.4,70.2,62.4,23.9,21.2,Standard,1999,Muscle Gain,Strength,Trainer A,2,32,7.8,2,1,2023-10-20
GYM1464,Rekha,Female,20,Delhi,165.4,77.0,72.0,28.1,26.3,Elite,5999,General Fitness,Cardio,Trainer C,5,15,5.0,2,1,2022-08-02
GYM1465,Viji,Female,45,Chennai,156.0,68.5,61.6,28.1,25.3,Basic,999,Endurance,Yoga,No Trainer,3,27,6.9,1,0,2022-09-30
GYM1466,Dinesh,Male,30,Coimbatore,174.5,87.5,87.5,28.7,28.7,Basic,999,Flexibility,Strength,No Trainer,1,7,0.0,4,0,2022-07-14
GYM1467,Sanjay,Male,45,Bangalore,154.7,90.4,75.7,37.8,31.6,Standard,1999,General Fitness,Zumba,No Trainer,6,27,14.7,2,0,2023-08-14
GYM1468,Rekha,Female,21,Coimbatore,154.7,51.7,40.5,21.6,16.9,Elite,5999,Endurance,Strength,Trainer B,4,36,11.2,9,0,2022-06-11
GYM1469,Viji,Female,28,Hyderabad,164.2,80.7,65.2,29.9,24.2,Premium,3499,Flexibility,Yoga,Trainer D,6,28,15.5,6,0,2023-07-31
GYM1470,Ganesh,Male,26,Kolkata,166.3,57.8,57.8,20.9,20.9,Premium,3499,Flexibility,CrossFit,Trainer D,6,1,0.0,1,0,2023-09-03
GYM1471,Sanjay,Male,41,Chennai,180.9,63.2,60.7,19.3,18.5,Standard,1999,Flexibility,Yoga,Trainer B,3,14,2.5,1,0,2023-12-08
GYM1472,Viji,Female,31,Chennai,160.2,55.3,53.1,21.5,20.7,Standard,1999,Weight Loss,CrossFit,Trainer C,2,10,2.2,5,0,2023-08-20
GYM1473,Vijay,Male,27,Coimbatore,167.9,84.6,77.9,30.0,27.6,Premium,3499,Flexibility,Zumba,Trainer D,6,14,6.7,2,0,2024-03-22
GYM1474,Sneha,Female,27,Coimbatore,157.1,63.9,63.0,25.9,25.5,Elite,5999,General Fitness,Zumba,Trainer C,6,3,0.9,10,0,2024-03-09
GYM1475,Manoj,Male,29,Pune,180.8,84.7,77.9,25.9,23.8,Premium,3499,Flexibility,CrossFit,Trainer A,6,15,6.8,10,0,2023-10-12
GYM1476,Priya,Female,38,Chennai,155.3,79.1,76.1,32.8,31.6,Premium,3499,General Fitness,Yoga,No Trainer,3,10,3.0,9,0,2022-06-06
GYM1477,Vikram,Male,30,Coimbatore,171.6,59.1,54.7,20.1,18.6,Elite,5999,Endurance,Strength,Trainer D,4,19,4.4,3,0,2022-03-26
GYM1478,Lakshmi,Female,20,Pune,159.1,85.8,72.1,33.9,28.5,Basic,999,General Fitness,Yoga,Trainer A,5,26,13.7,7,0,2022-05-14
GYM1479,Mohan,Male,38,Pune,172.0,56.4,52.0,19.1,17.6,Standard,1999,Endurance,Swimming,No Trainer,5,13,4.4,10,0,2023-06-21
GYM1480,Vijay,Male,24,Pune,163.0,76.0,76.0,28.6,28.6,Basic,999,Flexibility,Yoga,No Trainer,1,6,0.0,7,0,2022-12-23
GYM1481,Arjun,Male,18,Chennai,174.0,65.1,55.5,21.5,18.3,Premium,3499,General Fitness,Yoga,Trainer B,5,23,9.6,8,0,2023-03-28
GYM1482,Manoj,Male,52,Hyderabad,160.6,47.6,44.2,18.5,17.1,Standard,1999,Muscle Gain,Strength,Trainer A,6,8,3.4,1,0,2023-09-28
GYM1483,Harish,Male,43,Hyderabad,183.7,63.2,56.1,18.7,16.6,Premium,3499,Weight Loss,Swimming,Trainer A,4,20,7.1,8,1,2022-08-03
GYM1484,Vijay,Male,27,Kolkata,167.2,109.7,109.7,39.2,39.2,Premium,3499,General Fitness,Zumba,Trainer B,4,2,0.0,10,0,2023-06-24
GYM1485,Suresh,Male,34,Delhi,171.7,91.0,89.4,30.9,30.3,Standard,1999,Weight Loss,Strength,No Trainer,1,18,1.6,8,0,2022-01-09
GYM1486,Ganesh,Male,35,Coimbatore,164.9,81.2,77.7,29.9,28.6,Premium,3499,Flexibility,Cardio,Trainer C,2,25,3.5,7,0,2023-12-28
